time,humidity,temperature
1522086572,35,26
1522086577,35,26
1522086582,35,26
1522086587,35,26
1522086597,34,26
1522086601,34,26
1522086606,35,26
1522086611,34,26
1522086618,34,26
1522086623,34,26
1522086630,34,26
1522086636,34,26
1522086644,34,27
1522086652,33,26
1522086657,33,26
1522086662,34,27
1522086667,34,26
1522086674,33,26
1522086689,34,26
1522086696,34,26
1522086714,34,26
1522086722,34,27
1522086726,34,27
1522086731,34,27
1522086738,34,27
1522086746,33,27
1522086751,33,27
1522086755,33,27
1522086760,33,27
1522086765,33,27
1522086772,33,27
1522086777,33,27
1522086784,33,27
1522086789,33,27
1522086802,33,27
1522086809,33,27
1522086816,33,27
1522086824,32,27
1522086828,32,27
1522086834,33,26
1522086839,33,27
1522086844,33,26
1522086860,33,27
1522086865,33,27
1522086871,33,26
1522086877,33,26
1522086882,33,27
1522086886,34,27
1522086891,34,27
1522086898,34,27
1522086906,34,27
1522086913,34,27
1522086918,34,27
1522086923,33,27
1522086929,34,27
1522086935,34,26
1522086940,34,27
1522086946,34,26
1522086953,33,26
1522086958,34,26
1522086962,34,26
1522086972,33,26
1522086980,34,26
1522086984,34,26
1522086994,34,26
1522086999,33,25
1522087004,33,25
1522087008,33,25
1522087013,34,25
1522087018,34,25
1522087023,34,25
1522087030,34,25
1522087042,34,25
1522087047,34,25
1522087052,35,25
1522087064,34,25
1522087069,34,25
1522087074,35,25
1522087078,35,25
1522087083,35,25
1522087093,34,25
1522087100,34,25
1522087135,35,26
1522087168,36,26
1522087202,35,26
1522087207,34,26
1522087211,34,26
1522087216,34,26
1522087223,34,26
1522087228,34,26
1522087235,33,26
1522087240,33,26
1522087246,33,26
1522087257,33,26
1522087261,33,26
1522087271,33,26
1522087276,33,26
1522087289,33,26
1522087294,33,26
1522087299,33,26
1522087304,33,26
1522087312,33,26
1522087317,33,27
1522087322,33,27
1522087327,33,27
1522087344,33,27
1522087350,33,27
1522087355,33,27
1522087363,33,27
1522087368,33,27
1522087374,33,27
1522087380,33,27
1522087385,33,27
1522087395,33,26
1522087431,33,26
1522087465,34,26
1522087499,35,26
1522087535,35,26
1522087568,35,25
1522087602,36,26
1522087635,35,26
1522087674,34,26
1522087708,34,26
1522087741,33,26
1522087775,33,26
1522087813,35,26
1522087852,34,26
1522087886,34,26
1522087919,34,26
1522087953,34,26
1522087986,33,26
1522088022,33,26
1522088061,33,26
1522088095,33,26
1522088128,33,26
1522088162,35,25
1522088195,37,24
1522088231,39,24
1522088265,39,24
1522088299,41,23
1522088332,41,23
1522088366,43,22
1522088399,44,22
1522088435,42,23
1522088472,42,22
1522088479,42,22
1522088486,42,22
1522088491,42,22
1522088496,42,22
1522088502,42,22
1522088518,42,22
1522088524,42,22
1522088529,42,22
1522088535,42,22
1522088541,42,22
1522088549,43,22
1522088558,43,22
1522088565,43,22
1522088571,43,22
1522088576,43,22
1522088582,43,22
1522088590,43,22
1522088596,43,22
1522088601,43,22
1522088608,43,22
1522088614,43,22
1522088619,43,22
1522088627,43,22
1522088634,43,22
1522088639,43,22
1522088645,43,22
1522088653,43,23
1522088689,43,22
1522088723,42,22
1522088764,42,22
1522088798,42,22
1522088831,42,22
1522088865,42,22
1522088899,43,22
1522088932,43,23
1522088966,42,23
1522089002,43,22
1522089023,43,22
1522089029,43,22
1522089037,43,22
1522089043,43,22
1522089049,43,22
1522089060,43,22
1522089111,41,23
1522089118,41,23
1522089124,41,23
1522089130,40,23
1522089136,41,23
1522089142,41,23
1522089148,41,23
1522089153,41,23
1522089167,41,23
1522089172,41,23
1522089178,40,23
1522089184,40,23
1522089195,40,23
1522089203,40,23
1522089217,41,23
1522089225,42,23
1522089231,42,23
1522089280,42,23
1522089287,42,23
1522089295,42,23
1522089300,42,23
1522089306,42,23
1522089312,42,23
1522089345,42,23
1522089379,40,23
1522089415,42,23
1522089449,42,23
1522089482,43,22
1522089516,47,22
1522089549,45,21
1522089559,45,22
1522089572,45,22
1522089578,45,22
1522089584,45,22
1522089633,44,22
1522089644,44,22
1522089652,43,22
1522089659,43,22
1522089668,42,22
1522089673,42,22
1522089723,42,22
1522089732,43,22
1522089738,43,22
1522089745,43,22
1522089756,43,22
1522089765,42,21
1522089771,43,21
1522089777,43,21
1522089785,43,21
1522089794,44,21
1522089800,44,21
1522089806,44,21
1522089856,44,21
1522089864,44,21
1522089870,44,21
1522089876,44,21
1522089882,45,22
1522089888,44,22
1522089894,44,22
1522089907,44,22
1522089913,43,22
1522089919,43,22
1522089925,43,22
1522089931,43,22
1522089944,43,22
1522089958,42,22
1522089966,43,22
1522089974,43,22
1522089983,43,21
1522089991,43,21
1522089997,44,21
1522090008,44,21
1522090014,44,21
1522090019,44,21
1522090028,44,21
1522090035,44,21
1522090041,44,21
1522090046,44,21
1522090053,45,21
1522090059,45,21
1522090065,45,21
1522090073,45,21
1522090079,45,21
1522090084,45,21
1522090095,44,21
1522090101,44,21
1522090110,45,22
1522090115,45,22
1522090124,45,22
1522090132,44,22
1522090138,44,22
1522090146,43,22
1522090155,44,22
1522090161,43,22
1522090169,43,22
1522090175,43,22
1522090181,43,22
1522090186,43,22
1522090197,43,22
1522090206,43,22
1522090217,43,22
1522090223,43,22
1522090229,43,22
1522090235,43,22
1522090243,43,22
1522090250,43,22
1522090261,43,22
1522090289,43,23
1522090294,42,23
1522090300,41,23
1522090308,41,23
1522090314,41,23
1522090322,41,23
1522090330,41,23
1522090364,40,24
1522090371,40,23
1522090379,39,23
1522090384,39,23
1522090395,39,23
1522090400,39,23
1522090405,40,23
1522090410,40,23
1522090415,40,23
1522090419,41,23
1522090424,41,23
1522090429,41,23
1522090436,41,23
1522090441,41,23
1522090461,41,23
1522090465,41,23
1522090470,41,23
1522090475,40,23
1522090480,40,23
1522090484,40,23
1522090499,40,23
1522090504,40,23
1522090526,40,23
1522090531,40,23
1522090538,41,23
1522090568,41,23
1522090573,41,23
1522090588,42,23
1522090592,42,23
1522090597,41,23
1522090625,40,23
1522090629,40,23
1522090634,40,23
1522090641,40,23
1522090646,40,23
1522090668,41,23
1522090678,41,23
1522090683,41,22
1522090710,43,22
1522090715,43,22
1522090720,42,23
1522090740,43,22
1522090745,43,22
1522090754,42,22
1522090759,42,22
1522090764,42,22
1522090774,42,23
1522090781,42,23
1522090813,41,23
1522090838,41,23
1522090845,41,23
1522090850,40,23
1522090875,41,22
1522090880,42,22
1522090949,45,21
1522090954,45,21
1522090959,45,21
1522090964,45,21
1522090981,45,21
1522091014,45,22
1522091018,45,22
1522091023,45,22
1522091033,43,22
1522091040,43,22
1522091045,43,22
1522091065,43,23
1522091075,42,23
1522091092,41,23
1522091097,41,23
1522091102,41,23
1522091140,39,24
1522091160,40,24
1522091172,40,24
1522091177,40,24
1522091196,39,24
1522091205,38,24
1522091217,38,24
1522091264,39,23
1522091280,39,23
1522091285,39,23
1522091337,37,24
1522091342,37,24
1522091347,38,24
1522091352,37,24
1522091387,35,25
1522091394,35,25
1522091399,35,25
1522091406,35,24
1522091411,35,24
1522091470,36,24
1522091475,36,24
1522091524,37,24
1522091574,36,24
1522091631,39,23
1522091636,39,24
1522091683,38,24
1522091737,37,24
1522091749,37,24
1522091759,36,24
1522091806,36,24
1522091813,36,24
1522091873,35,25
1522091908,34,25
1522091918,34,25
1522091928,35,25
1522091965,35,25
1522091970,34,25
1522091985,35,25
1522091992,34,25
1522092017,34,25
1522092029,34,25
1522092118,34,25
1522092158,34,25
1522092173,35,25
1522092208,38,24
1522092226,39,24
1522092233,39,24
1522092238,39,24
1522092245,39,24
1522092297,34,27
1522092304,33,27
1522092344,32,29
1522092383,31,30
1522092388,31,30
1522092400,30,30
1522092447,29,31
1522092509,27,32
1522092526,26,32
1522092557,26,33
1522092580,26,33
1522092585,26,33
1522092589,25,33
1522092636,24,34
1522092643,24,34
1522092656,24,34
1522092708,23,35
1522092713,22,35
