time,humidity,temperature
1522085571.179312, 28.0, 36.0
1522085579.950475, 28.0, 36.0
1522085586.190116, 28.0, 36.0
1522085592.269902, 28.0, 36.0
1522085596.381196, 28.0, 36.0
1522085603.022411, 28.0, 36.0
1522085609.661263, 28.0, 36.0
1522085616.301266, 28.0, 36.0
1522085625.470839, 28.0, 36.0
1522085634.63929, 28.0, 36.0
1522085638.781432, 28.0, 36.0
1522085645.42251, 28.0, 36.0
1522085652.063173, 28.0, 36.0
1522085658.702972, 28.0, 36.0
1522085665.34346, 28.0, 36.0
1522085674.510887, 28.0, 36.0
1522085681.183526, 28.0, 36.0
1522085687.822726, 28.0, 36.0
1522085694.461371, 28.0, 36.0
1522085711.210571, 28.0, 36.0
1522085717.902746, 28.0, 36.0
1522085724.142325, 27.0, 36.0
1522085730.382674, 27.0, 36.0
1522085736.622657, 27.0, 37.0
1522085742.861301, 27.0, 37.0
1522085749.102882, 27.0, 37.0
1522085760.396889, 26.0, 37.0
1522085767.101683, 26.0, 37.0
1522085773.742389, 26.0, 38.0
1522085782.910296, 26.0, 38.0
1522085792.109146, 25.0, 38.0
1522085798.782571, 25.0, 38.0
1522085805.421409, 24.0, 38.0
1522085812.063343, 24.0, 38.0
1522085818.702174, 24.0, 39.0
1522085825.341228, 24.0, 39.0
1522085831.982086, 24.0, 39.0
1522085838.621793, 23.0, 39.0
1522085845.261547, 23.0, 39.0
1522085851.902264, 23.0, 39.0
1522085858.541377, 22.0, 39.0
1522085865.191508, 22.0, 40.0
1522085876.877254, 21.0, 40.0
1522085881.02357, 21.0, 40.0
1522085887.662243, 21.0, 40.0
1522085894.303245, 21.0, 40.0
1522085900.941293, 21.0, 40.0
1522085912.641715, 21.0, 40.0
1522085917.341946, 21.0, 40.0
1522085923.983188, 21.0, 40.0
1522085930.22196, 21.0, 40.0
1522085936.462509, 21.0, 40.0
1522085942.704098, 21.0, 40.0
1522085948.942403, 21.0, 40.0
1522085955.182002, 20.0, 40.0
1522085961.423405, 20.0, 40.0
1522085967.661221, 20.0, 40.0
1522085974.299911, 20.0, 40.0
1522085983.069895, 21.0, 41.0
1522085989.741335, 20.0, 41.0
1522085996.380077, 20.0, 41.0
1522086005.554512, 20.0, 41.0
1522086012.190476, 20.0, 41.0
1522086021.390376, 19.0, 41.0
1522086028.062479, 19.0, 41.0
1522086034.703163, 19.0, 41.0
1522086041.342334, 19.0, 41.0
1522086047.982533, 19.0, 41.0
1522086054.621346, 19.0, 41.0
1522086066.321167, 19.0, 41.0
1522086073.022164, 19.0, 41.0
1522086082.189585, 19.0, 41.0
1522086091.392461, 19.0, 41.0
1522086095.503259, 20.0, 41.0
1522086102.143353, 20.0, 41.0
1522086108.781281, 19.0, 40.0
1522086115.421241, 19.0, 40.0
1522086124.589516, 20.0, 40.0
1522086131.271976, 20.0, 40.0
1522086137.902576, 20.0, 40.0
1522086144.5417, 21.0, 40.0
1522086151.182682, 21.0, 40.0
1522086160.349049, 21.0, 40.0
1522086169.117493, 21.0, 40.0
1522086175.7899, 21.0, 40.0
1522086179.342013, 21.0, 40.0
1522086188.509434, 21.0, 40.0
1522086195.182251, 20.0, 40.0
1522086201.821892, 20.0, 40.0
1522086211.004833, 20.0, 40.0
1522086215.106255, 20.0, 40.0
1522086221.7412, 21.0, 41.0
1522086230.909402, 20.0, 41.0
1522086242.634266, 20.0, 41.0
1522086249.26406, 19.0, 41.0
1522086255.900904, 19.0, 41.0
1522086265.070271, 19.0, 41.0
1522086271.741385, 19.0, 41.0
1522086278.38034, 19.0, 41.0
1522086285.022101, 18.0, 42.0
1522086299.240249, 18.0, 42.0
1522086305.468139, 18.0, 42.0
1522086314.078048, 17.0, 42.0
1522086320.750095, 17.0, 42.0
1522086327.391027, 17.0, 42.0
1522086336.589333, 17.0, 42.0
1522086343.261956, 17.0, 42.0
1522086349.901283, 17.0, 42.0
1522086356.541323, 17.0, 42.0
1522086365.711338, 17.0, 42.0
1522086369.821356, 17.0, 42.0
1522086376.461216, 17.0, 42.0
1522086383.102693, 18.0, 42.0
1522086389.741298, 18.0, 42.0
1522086401.440075, 19.0, 41.0
1522086410.638303, 19.0, 41.0
1522086417.316483, 19.0, 41.0
1522086421.422992, 20.0, 41.0
1522086428.06248, 19.0, 40.0
1522086434.702496, 19.0, 40.0
1522086441.342085, 20.0, 40.0
1522086447.981057, 20.0, 40.0
1522086454.621395, 20.0, 40.0
1522086461.262159, 20.0, 40.0
1522086467.902341, 21.0, 40.0
1522086474.542882, 21.0, 40.0
1522086481.180724, 21.0, 40.0
1522086487.822668, 21.0, 39.0
1522086496.995139, 21.0, 40.0
1522086503.661346, 21.0, 40.0
1522086510.302641, 20.0, 40.0
1522086519.470786, 20.0, 40.0
1522086526.142472, 20.0, 40.0
1522086532.782161, 20.0, 40.0
1522086539.422195, 20.0, 41.0
1522086546.062101, 20.0, 41.0
1522086552.702264, 20.0, 41.0
1522086561.871467, 19.0, 41.0
1522086568.54284, 19.0, 41.0
1522086575.183511, 18.0, 42.0
1522086586.875995, 18.0, 42.0
1522086594.109251, 18.0, 42.0
1522086600.747179, 18.0, 42.0
1522086609.360946, 18.0, 41.0
1522086616.586443, 18.0, 41.0
1522086620.142506, 19.0, 41.0
1522086626.781423, 19.0, 41.0
1522086635.950276, 19.0, 41.0
1522086642.623828, 19.0, 41.0
1522086649.272203, 20.0, 41.0
1522086655.902614, 20.0, 41.0
1522086662.54123, 19.0, 40.0
1522086669.181306, 19.0, 40.0
1522086675.821989, 20.0, 40.0
1522086682.462386, 20.0, 40.0
1522086691.630287, 21.0, 40.0
1522086695.742562, 21.0, 40.0
1522086702.381438, 21.0, 40.0
1522086709.02204, 21.0, 40.0
1522086718.189726, 21.0, 40.0
1522086722.302657, 21.0, 40.0
1522086728.943433, 21.0, 39.0
1522086738.107258, 21.0, 40.0
1522086744.782112, 21.0, 40.0
1522086751.423445, 21.0, 40.0
1522086757.659576, 21.0, 40.0
1522086763.902254, 21.0, 40.0
1522086770.142366, 21.0, 40.0
1522086776.382404, 20.0, 40.0
1522086782.619388, 20.0, 40.0
1522086788.863357, 20.0, 40.0
1522086795.103147, 20.0, 40.0
1522086806.394019, 20.0, 40.0
1522086813.022024, 20.0, 40.0
1522086819.261909, 20.0, 40.0
1522086825.506485, 19.0, 40.0
1522086831.743341, 20.0, 41.0
1522086837.982861, 20.0, 41.0
1522086844.223174, 20.0, 41.0
1522086855.513452, 19.0, 41.0
1522086864.67189, 20.0, 41.0
1522086870.906827, 19.0, 40.0
1522086874.471495, 20.0, 41.0
1522086881.101553, 20.0, 41.0
1522086887.741283, 20.0, 41.0
1522086894.382397, 20.0, 41.0
1522086903.551065, 19.0, 41.0
1522086910.222789, 19.0, 41.0
1522086919.392482, 19.0, 41.0
1522086923.501363, 20.0, 41.0
1522086930.142721, 19.0, 40.0
1522086936.78256, 20.0, 41.0
1522086943.021225, 19.0, 40.0
1522086949.262026, 19.0, 40.0
1522086955.504638, 20.0, 40.0
1522086961.742363, 20.0, 40.0
1522086970.509791, 20.0, 40.0
1522086976.749123, 20.0, 40.0
1522086980.301116, 20.0, 40.0
1522086986.94232, 20.0, 40.0
1522086998.638544, 21.0, 39.0
1522087002.781436, 21.0, 39.0
1522087009.423671, 21.0, 39.0
1522087021.116575, 21.0, 39.0
1522087025.259421, 21.0, 39.0
1522087031.90213, 21.0, 39.0
1522087038.543099, 22.0, 39.0
1522087045.181335, 22.0, 39.0
1522087051.821443, 22.0, 39.0
1522087058.462415, 22.0, 39.0
1522087065.103214, 23.0, 39.0
1522087071.742106, 22.0, 38.0
1522087078.381332, 22.0, 38.0
1522087085.019485, 23.0, 38.0
1522087099.245267, 23.0, 38.0
1522087108.434667, 24.0, 38.0
1522087112.542567, 24.0, 38.0
1522087119.18365, 23.0, 37.0
1522087125.821416, 23.0, 37.0
1522087132.461407, 24.0, 37.0
1522087144.16183, 24.0, 37.0
1522087148.303553, 24.0, 37.0
1522087154.943424, 25.0, 37.0
1522087169.164125, 26.0, 36.0
1522087173.903059, 26.0, 36.0
1522087183.069316, 26.0, 36.0
1522087192.266229, 27.0, 36.0
1522087201.47103, 26.0, 35.0
1522087208.14162, 27.0, 35.0
1522087214.782279, 27.0, 35.0
1522087223.95186, 28.0, 35.0
1522087228.063227, 28.0, 35.0
1522087234.70265, 28.0, 35.0
1522087241.343436, 29.0, 34.0
1522087247.983538, 29.0, 34.0
1522087259.678761, 30.0, 34.0
1522087263.822587, 30.0, 34.0
1522087270.463382, 30.0, 34.0
1522087277.103623, 31.0, 34.0
1522087286.266001, 31.0, 33.0
